ID,CSE1,CSE2,CSE3,CSE4,SECTION,AVG_MARK,Grade,Highest_Mark_Subject,Lowest_Mark_Subject,Highest_Mark,Lowest_Mark,MAX_AVG_MARK_SECTION
10615,42,38,38,53,B,42.75,D,CSE4,CSE2,53,38,89.75
10616,66,33,91,64,B,63.5,C,CSE3,CSE2,91,33,89.75
10617,53,77,29,64,C,55.75,C,CSE2,CSE3,77,29,91.25
10618,64,58,78,33,B,58.25,C,CSE3,CSE4,78,33,89.75
10619,87,38,69,84,A,69.5,Invalid,CSE1,CSE2,87,38,91.75
10620,80,35,28,47,A,47.5,D,CSE1,CSE3,80,28,91.75
10621,68,83,29,63,B,60.75,C,CSE2,CSE3,83,29,89.75
10622,41,56,77,28,B,50.5,C,CSE3,CSE4,77,28,89.75
10623,67,56,87,72,B,70.5,B,CSE3,CSE2,87,56,89.75
10624,28,45,73,62,D,52.0,C,CSE3,CSE1,73,28,89.75
10625,91,94,85,86,D,89.0,A-,CSE2,CSE3,94,85,89.75
10626,36,27,44,52,B,39.75,D,CSE4,CSE2,52,27,89.75
10627,81,82,69,53,D,71.25,B,CSE2,CSE4,82,53,89.75
10628,75,29,69,45,B,54.5,C,CSE1,CSE2,75,29,89.75
10629,39,45,33,61,C,44.5,D,CSE4,CSE3,61,33,91.25
10630,80,59,79,30,D,62.0,C,CSE1,CSE4,80,30,89.75
10631,67,56,25,88,A,59.0,C,CSE4,CSE3,88,25,91.75
10632,84,55,93,91,B,80.75,A-,CSE3,CSE2,93,55,89.75
10633,59,28,50,69,A,51.5,C,CSE4,CSE2,69,28,91.75
10634,62,92,56,46,A,64.0,C,CSE2,CSE4,92,46,91.75
10635,57,34,37,66,D,48.5,D,CSE4,CSE2,66,34,89.75
10636,59,38,49,74,C,55.0,C,CSE4,CSE2,74,38,91.25
10637,77,74,94,53,A,74.5,B,CSE3,CSE4,94,53,91.75
10638,27,55,59,42,A,45.75,D,CSE3,CSE1,59,27,91.75
10639,25,55,48,31,A,39.75,D,CSE2,CSE1,55,25,91.75
10640,28,37,26,28,B,29.75,Invalid,CSE2,CSE3,37,26,89.75
10641,66,33,60,59,D,54.5,C,CSE1,CSE2,66,33,89.75
10642,55,90,63,93,C,75.25,B,CSE4,CSE1,93,55,91.25
10643,72,75,81,55,C,70.75,B,CSE3,CSE4,81,55,91.25
10644,26,55,71,58,D,52.5,C,CSE3,CSE1,71,26,89.75
10645,64,71,58,69,A,65.5,C,CSE2,CSE3,71,58,91.75
10646,52,57,81,65,D,63.75,C,CSE3,CSE1,81,52,89.75
10647,84,52,84,30,C,62.5,C,CSE1,CSE4,84,30,91.25
10648,42,58,35,72,A,51.75,C,CSE4,CSE3,72,35,91.75
10649,32,81,59,59,A,57.75,C,CSE2,CSE1,81,32,91.75
10650,75,34,55,38,C,50.5,C,CSE1,CSE2,75,34,91.25
10651,58,38,56,50,C,50.5,C,CSE1,CSE2,58,38,91.25
10652,39,26,38,46,B,37.25,D,CSE4,CSE2,46,26,89.75
10653,47,31,93,52,C,55.75,C,CSE3,CSE2,93,31,91.25
10654,90,74,78,72,A,78.5,B,CSE1,CSE4,90,72,91.75
10655,47,32,78,58,C,53.75,C,CSE3,CSE2,78,32,91.25
10656,68,64,32,80,D,61.0,C,CSE4,CSE3,80,32,89.75
10657,48,26,79,31,D,46.0,D,CSE3,CSE2,79,26,89.75
10658,50,93,92,33,C,67.0,C,CSE2,CSE4,93,33,91.25
10659,48,40,61,92,C,60.25,C,CSE4,CSE2,92,40,91.25
10660,74,87,52,35,C,62.0,C,CSE2,CSE4,87,35,91.25
10661,75,72,33,42,C,55.5,C,CSE1,CSE3,75,33,91.25
10662,34,62,34,28,B,39.5,D,CSE2,CSE4,62,28,89.75
10663,56,31,79,33,C,49.75,Invalid,CSE3,CSE2,79,31,91.25
10664,39,55,86,26,D,51.5,C,CSE3,CSE4,86,26,89.75
10665,58,73,51,51,D,58.25,C,CSE2,CSE3,73,51,89.75
10666,31,73,81,93,C,69.5,Invalid,CSE4,CSE1,93,31,91.25
10667,75,46,30,41,A,48.0,D,CSE1,CSE3,75,30,91.75
10668,43,52,35,30,C,40.0,D,CSE2,CSE4,52,30,91.25
10669,64,61,66,38,B,57.25,C,CSE3,CSE4,66,38,89.75
10670,91,94,39,93,B,79.25,Invalid,CSE2,CSE3,94,39,89.75
10671,76,53,41,49,B,54.75,C,CSE1,CSE3,76,41,89.75
10672,45,46,87,76,C,63.5,C,CSE3,CSE1,87,45,91.25
10673,46,43,55,41,D,46.25,D,CSE3,CSE4,55,41,89.75
10674,75,75,39,38,C,56.75,C,CSE1,CSE4,75,38,91.25
10675,88,74,51,28,A,60.25,C,CSE1,CSE4,88,28,91.75
10676,57,36,80,62,D,58.75,C,CSE3,CSE2,80,36,89.75
10677,46,92,76,32,B,61.5,C,CSE2,CSE4,92,32,89.75
10678,59,92,62,51,B,66.0,C,CSE2,CSE4,92,51,89.75
10679,40,41,54,63,A,49.5,Invalid,CSE4,CSE1,63,40,91.75
10680,64,28,31,48,C,42.75,D,CSE1,CSE2,64,28,91.25
10681,55,34,83,80,A,63.0,C,CSE3,CSE2,83,34,91.75
10682,60,66,49,49,D,56.0,C,CSE2,CSE3,66,49,89.75
10683,25,42,43,89,B,49.75,Invalid,CSE4,CSE1,89,25,89.75
10684,92,50,92,73,A,76.75,B,CSE1,CSE2,92,50,91.75
10685,74,87,68,55,B,71.0,B,CSE2,CSE4,87,55,89.75
10686,85,29,89,49,D,63.0,C,CSE3,CSE2,89,29,89.75
10687,72,51,33,78,A,58.5,C,CSE4,CSE3,78,33,91.75
10688,35,58,93,72,C,64.5,C,CSE3,CSE1,93,35,91.25
10689,92,93,78,58,B,80.25,A-,CSE2,CSE4,93,58,89.75
10690,84,29,87,77,B,69.25,Invalid,CSE3,CSE2,87,29,89.75
10691,48,27,73,64,C,53.0,C,CSE3,CSE2,73,27,91.25
10692,90,30,73,39,B,58.0,C,CSE1,CSE2,90,30,89.75
10693,60,58,43,34,A,48.75,D,CSE1,CSE4,60,34,91.75
10694,91,40,50,89,C,67.5,C,CSE1,CSE2,91,40,91.25
10695,66,53,69,58,A,61.5,C,CSE3,CSE2,69,53,91.75
10696,54,64,37,86,B,60.25,C,CSE4,CSE3,86,37,89.75
10697,71,93,32,84,B,70.0,B,CSE2,CSE3,93,32,89.75
10698,54,70,53,39,B,54.0,C,CSE2,CSE4,70,39,89.75
10699,52,39,45,91,A,56.75,C,CSE4,CSE2,91,39,91.75
10700,91,79,69,88,B,81.75,A-,CSE1,CSE3,91,69,89.75
10701,88,33,48,43,C,53.0,C,CSE1,CSE2,88,33,91.25
10702,73,39,68,45,A,56.25,C,CSE1,CSE2,73,39,91.75
10703,50,78,42,38,B,52.0,C,CSE2,CSE4,78,38,89.75
10704,50,80,76,88,A,73.5,B,CSE4,CSE1,88,50,91.75
10705,55,64,56,79,C,63.5,C,CSE4,CSE1,79,55,91.25
10706,60,31,93,43,D,56.75,C,CSE3,CSE2,93,31,89.75
10707,31,89,39,58,D,54.25,C,CSE2,CSE1,89,31,89.75
10708,84,28,93,76,C,70.25,B,CSE3,CSE2,93,28,91.25
10709,40,66,72,79,A,64.25,C,CSE4,CSE1,79,40,91.75
10710,59,93,64,94,A,77.5,B,CSE4,CSE1,94,59,91.75
10711,91,66,63,27,C,61.75,C,CSE1,CSE4,91,27,91.25
10712,38,61,78,47,C,56.0,C,CSE3,CSE1,78,38,91.25
10713,41,46,43,25,D,38.75,D,CSE2,CSE4,46,25,89.75
10714,43,91,44,67,C,61.25,C,CSE2,CSE1,91,43,91.25
10715,67,86,83,77,A,78.25,B,CSE2,CSE1,86,67,91.75
10716,44,51,37,32,C,41.0,D,CSE2,CSE4,51,32,91.25
10717,41,83,49,36,C,52.25,C,CSE2,CSE4,83,36,91.25
10718,52,77,35,52,C,54.0,C,CSE2,CSE3,77,35,91.25
10719,63,60,66,68,B,64.25,C,CSE4,CSE2,68,60,89.75
10720,79,27,89,92,D,71.75,B,CSE4,CSE2,92,27,89.75
10721,52,67,33,73,C,56.25,C,CSE4,CSE3,73,33,91.25
10722,39,66,37,85,D,56.75,C,CSE4,CSE3,85,37,89.75
10723,41,29,56,53,A,44.75,D,CSE3,CSE2,56,29,91.75
10724,35,30,77,26,A,42.0,D,CSE3,CSE4,77,26,91.75
10725,62,56,94,62,D,68.5,C,CSE3,CSE2,94,56,89.75
10726,92,86,78,53,D,77.25,B,CSE1,CSE4,92,53,89.75
10727,81,59,44,43,B,56.75,C,CSE1,CSE4,81,43,89.75
10728,90,53,40,64,A,61.75,C,CSE1,CSE3,90,40,91.75
10729,50,87,40,59,C,59.0,C,CSE2,CSE3,87,40,91.25
10730,91,80,91,72,C,83.5,A-,CSE1,CSE4,91,72,91.25
10731,48,38,49,64,C,49.75,Invalid,CSE4,CSE2,64,38,91.25
10732,51,36,71,41,B,49.75,Invalid,CSE3,CSE2,71,36,89.75
10733,37,80,88,48,D,63.25,C,CSE3,CSE1,88,37,89.75
10734,77,83,85,49,D,73.5,B,CSE3,CSE4,85,49,89.75
10735,31,50,85,50,D,54.0,C,CSE3,CSE1,85,31,89.75
10736,73,38,31,54,A,49.0,D,CSE1,CSE3,73,31,91.75
10737,84,47,82,45,B,64.5,C,CSE1,CSE4,84,45,89.75
10738,49,65,65,44,A,55.75,C,CSE2,CSE4,65,44,91.75
10739,85,75,84,83,C,81.75,A-,CSE1,CSE2,85,75,91.25
10740,91,58,60,34,C,60.75,C,CSE1,CSE4,91,34,91.25
10741,50,32,70,82,A,58.5,C,CSE4,CSE2,82,32,91.75
10742,45,91,61,82,A,69.75,Invalid,CSE2,CSE1,91,45,91.75
10743,43,27,84,25,C,44.75,D,CSE3,CSE4,84,25,91.25
10744,71,28,93,72,C,66.0,C,CSE3,CSE2,93,28,91.25
10745,93,71,92,92,A,87.0,A-,CSE1,CSE2,93,71,91.75
10746,32,88,37,34,D,47.75,D,CSE2,CSE1,88,32,89.75
10747,26,56,40,53,A,43.75,D,CSE2,CSE1,56,26,91.75
10748,69,89,27,89,D,68.5,C,CSE2,CSE3,89,27,89.75
10749,77,48,34,31,A,47.5,D,CSE1,CSE4,77,31,91.75
10750,34,50,47,65,B,49.0,D,CSE4,CSE1,65,34,89.75
10751,67,94,77,79,D,79.25,Invalid,CSE2,CSE1,94,67,89.75
10752,57,49,29,37,B,43.0,D,CSE1,CSE3,57,29,89.75
10753,46,66,73,45,B,57.5,C,CSE3,CSE4,73,45,89.75
10754,32,68,71,35,B,51.5,C,CSE3,CSE1,71,32,89.75
10755,63,92,56,27,C,59.5,C,CSE2,CSE4,92,27,91.25
10756,58,31,93,79,B,65.25,C,CSE3,CSE2,93,31,89.75
10757,47,69,69,85,A,67.5,C,CSE4,CSE1,85,47,91.75
10758,89,75,75,91,D,82.5,A-,CSE4,CSE2,91,75,89.75
10759,64,42,44,50,A,50.0,C,CSE1,CSE2,64,42,91.75
10760,64,87,78,77,A,76.5,B,CSE2,CSE1,87,64,91.75
10761,50,40,31,39,D,40.0,D,CSE1,CSE3,50,31,89.75
10762,94,40,49,45,B,57.0,C,CSE1,CSE2,94,40,89.75
10763,37,29,76,84,A,56.5,C,CSE4,CSE2,84,29,91.75
10764,44,75,35,86,A,60.0,C,CSE4,CSE3,86,35,91.75
10765,41,38,26,57,C,40.5,D,CSE4,CSE3,57,26,91.25
10766,42,47,30,67,C,46.5,D,CSE4,CSE3,67,30,91.25
10767,91,88,29,82,A,72.5,B,CSE1,CSE3,91,29,91.75
10768,69,60,85,84,C,74.5,B,CSE3,CSE2,85,60,91.25
10769,74,30,26,27,B,39.25,D,CSE1,CSE3,74,26,89.75
10770,80,84,92,49,A,76.25,B,CSE3,CSE4,92,49,91.75
10771,25,72,45,53,B,48.75,D,CSE2,CSE1,72,25,89.75
10772,32,81,90,86,B,72.25,B,CSE3,CSE1,90,32,89.75
10773,59,39,67,92,D,64.25,C,CSE4,CSE2,92,39,89.75
10774,45,71,46,42,B,51.0,C,CSE2,CSE4,71,42,89.75
10775,83,69,79,33,A,66.0,C,CSE1,CSE4,83,33,91.75
10776,52,90,82,50,B,68.5,C,CSE2,CSE4,90,50,89.75
10777,52,76,79,74,C,70.25,B,CSE3,CSE1,79,52,91.25
10778,54,88,78,82,D,75.5,B,CSE2,CSE1,88,54,89.75
10779,52,32,64,55,C,50.75,C,CSE3,CSE2,64,32,91.25
10780,77,90,93,87,C,86.75,A-,CSE3,CSE1,93,77,91.25
10781,73,52,40,42,D,51.75,C,CSE1,CSE3,73,40,89.75
10782,59,60,49,25,A,48.25,D,CSE2,CSE4,60,25,91.75
10783,25,44,87,42,A,49.5,Invalid,CSE3,CSE1,87,25,91.75
10784,53,69,80,51,A,63.25,C,CSE3,CSE4,80,51,91.75
10785,44,25,43,69,A,45.25,D,CSE4,CSE2,69,25,91.75
10786,91,35,35,38,C,49.75,Invalid,CSE1,CSE2,91,35,91.25
10787,28,43,53,65,C,47.25,D,CSE4,CSE1,65,28,91.25
10788,73,76,92,81,C,80.5,A-,CSE3,CSE1,92,73,91.25
10789,59,46,66,33,B,51.0,C,CSE3,CSE4,66,33,89.75
10790,39,25,42,37,C,35.75,D,CSE3,CSE2,42,25,91.25
10791,84,74,46,46,B,62.5,C,CSE1,CSE3,84,46,89.75
10792,39,73,29,33,C,43.5,D,CSE2,CSE3,73,29,91.25
10793,48,52,90,29,D,54.75,C,CSE3,CSE4,90,29,89.75
10794,80,42,82,26,B,57.5,C,CSE3,CSE4,82,26,89.75
10795,61,90,76,25,B,63.0,C,CSE2,CSE4,90,25,89.75
10796,59,45,26,76,A,51.5,C,CSE4,CSE3,76,26,91.75
10797,45,58,78,26,C,51.75,C,CSE3,CSE4,78,26,91.25
10798,74,44,58,35,C,52.75,C,CSE1,CSE4,74,35,91.25
10799,89,64,33,62,B,62.0,C,CSE1,CSE3,89,33,89.75
10800,26,45,69,74,C,53.5,C,CSE4,CSE1,74,26,91.25
10801,59,92,44,55,C,62.5,C,CSE2,CSE3,92,44,91.25
10802,41,34,29,32,B,34.0,D,CSE1,CSE3,41,29,89.75
10803,44,83,32,45,A,51.0,C,CSE2,CSE3,83,32,91.75
10804,74,42,93,29,B,59.5,C,CSE3,CSE4,93,29,89.75
10805,37,90,62,46,B,58.75,C,CSE2,CSE1,90,37,89.75
10806,36,58,78,33,A,51.25,C,CSE3,CSE4,78,33,91.75
10807,63,57,34,35,B,47.25,D,CSE1,CSE3,63,34,89.75
10808,38,70,60,69,A,59.25,C,CSE2,CSE1,70,38,91.75
10809,80,81,93,75,D,82.25,A-,CSE3,CSE4,93,75,89.75
10810,27,91,63,44,D,56.25,C,CSE2,CSE1,91,27,89.75
10811,71,50,40,77,A,59.5,C,CSE4,CSE3,77,40,91.75
10812,93,67,87,46,C,73.25,B,CSE1,CSE4,93,46,91.25
10813,52,79,49,94,B,68.5,C,CSE4,CSE3,94,49,89.75
10814,86,87,39,49,C,65.25,C,CSE2,CSE3,87,39,91.25
10815,27,27,56,25,A,33.75,D,CSE3,CSE4,56,25,91.75
10816,90,56,54,38,B,59.5,C,CSE1,CSE4,90,38,89.75
10817,86,28,92,37,D,60.75,C,CSE3,CSE2,92,28,89.75
10818,55,73,94,79,D,75.25,B,CSE3,CSE1,94,55,89.75
10819,69,46,30,81,C,56.5,C,CSE4,CSE3,81,30,91.25
10820,47,76,62,76,C,65.25,C,CSE2,CSE1,76,47,91.25
10821,51,89,90,28,B,64.5,C,CSE3,CSE4,90,28,89.75
10822,73,66,33,61,B,58.25,C,CSE1,CSE3,73,33,89.75
10823,38,84,84,27,C,58.25,C,CSE2,CSE4,84,27,91.25
10824,66,29,41,34,D,42.5,D,CSE1,CSE2,66,29,89.75
10825,60,38,29,38,B,41.25,D,CSE1,CSE3,60,29,89.75
10826,78,51,31,94,A,63.5,C,CSE4,CSE3,94,31,91.75
10827,54,72,55,44,C,56.25,C,CSE2,CSE4,72,44,91.25
10828,45,59,83,31,C,54.5,C,CSE3,CSE4,83,31,91.25
10829,36,93,69,82,C,70.0,B,CSE2,CSE1,93,36,91.25
10830,60,59,81,46,B,61.5,C,CSE3,CSE4,81,46,89.75
10831,42,66,80,56,D,61.0,C,CSE3,CSE1,80,42,89.75
10832,60,48,93,45,A,61.5,C,CSE3,CSE4,93,45,91.75
10833,34,83,66,60,B,60.75,C,CSE2,CSE1,83,34,89.75
10834,69,75,65,58,B,66.75,C,CSE2,CSE4,75,58,89.75
10835,26,45,76,80,C,56.75,C,CSE4,CSE1,80,26,91.25
10836,43,83,26,65,B,54.25,C,CSE2,CSE3,83,26,89.75
10837,84,35,27,29,C,43.75,D,CSE1,CSE3,84,27,91.25
10838,63,41,33,26,B,40.75,D,CSE1,CSE4,63,26,89.75
10839,29,28,58,56,C,42.75,D,CSE3,CSE2,58,28,91.25
10840,74,77,71,47,B,67.25,C,CSE2,CSE4,77,47,89.75
10841,61,58,56,86,A,65.25,C,CSE4,CSE3,86,56,91.75
10842,41,92,93,92,D,79.5,Invalid,CSE3,CSE1,93,41,89.75
10843,76,37,45,59,C,54.25,C,CSE1,CSE2,76,37,91.25
10844,81,66,57,72,B,69.0,C,CSE1,CSE3,81,57,89.75
10845,91,52,50,37,D,57.5,C,CSE1,CSE4,91,37,89.75
10846,68,72,71,54,D,66.25,C,CSE2,CSE4,72,54,89.75
10847,54,48,34,92,A,57.0,C,CSE4,CSE3,92,34,91.75
10848,53,66,73,46,C,59.5,C,CSE3,CSE4,73,46,91.25
10849,37,42,78,81,D,59.5,C,CSE4,CSE1,81,37,89.75
10850,81,62,71,72,B,71.5,B,CSE1,CSE2,81,62,89.75
10851,50,89,86,55,C,70.0,B,CSE2,CSE1,89,50,91.25
10852,88,83,89,94,C,88.5,A-,CSE4,CSE2,94,83,91.25
10853,44,76,68,64,C,63.0,C,CSE2,CSE1,76,44,91.25
10854,26,74,57,29,D,46.5,D,CSE2,CSE1,74,26,89.75
10855,30,25,34,65,A,38.5,D,CSE4,CSE2,65,25,91.75
10856,43,57,91,72,B,65.75,C,CSE3,CSE1,91,43,89.75
10857,52,67,26,55,A,50.0,C,CSE2,CSE3,67,26,91.75
10858,41,41,55,64,D,50.25,C,CSE4,CSE1,64,41,89.75
10859,60,65,39,67,A,57.75,C,CSE4,CSE3,67,39,91.75
10860,47,27,61,51,D,46.5,D,CSE3,CSE2,61,27,89.75
10861,61,58,72,38,B,57.25,C,CSE3,CSE4,72,38,89.75
10862,39,53,72,92,A,64.0,C,CSE4,CSE1,92,39,91.75
10863,35,89,91,64,A,69.75,Invalid,CSE3,CSE1,91,35,91.75
10864,29,64,73,72,A,59.5,C,CSE3,CSE1,73,29,91.75
10865,56,88,87,35,C,66.5,C,CSE2,CSE4,88,35,91.25
10866,63,75,36,28,B,50.5,C,CSE2,CSE4,75,28,89.75
10867,61,25,89,90,B,66.25,C,CSE4,CSE2,90,25,89.75
10868,41,58,39,56,D,48.5,D,CSE2,CSE3,58,39,89.75
10869,70,50,39,91,C,62.5,C,CSE4,CSE3,91,39,91.25
10870,90,91,56,46,C,70.75,B,CSE2,CSE4,91,46,91.25
10871,93,30,77,31,C,57.75,C,CSE1,CSE2,93,30,91.25
10872,44,89,37,32,B,50.5,C,CSE2,CSE4,89,32,89.75
10873,85,70,51,38,B,61.0,C,CSE1,CSE4,85,38,89.75
10874,58,49,71,36,C,53.5,C,CSE3,CSE4,71,36,91.25
10875,45,32,53,88,A,54.5,C,CSE4,CSE2,88,32,91.75
10876,69,25,68,75,C,59.25,C,CSE4,CSE2,75,25,91.25
10877,71,71,75,40,C,64.25,C,CSE3,CSE4,75,40,91.25
10878,54,77,92,75,C,74.5,B,CSE3,CSE1,92,54,91.25
10879,72,44,37,78,A,57.75,C,CSE4,CSE3,78,37,91.75
10880,46,44,92,71,C,63.25,C,CSE3,CSE2,92,44,91.25
10881,32,73,80,56,D,60.25,C,CSE3,CSE1,80,32,89.75
10882,87,36,51,60,B,58.5,C,CSE1,CSE2,87,36,89.75
10883,73,73,87,78,D,77.75,B,CSE3,CSE1,87,73,89.75
10884,27,40,50,28,D,36.25,D,CSE3,CSE1,50,27,89.75
10885,83,37,37,82,D,59.75,C,CSE1,CSE2,83,37,89.75
10886,28,49,33,30,D,35.0,D,CSE2,CSE1,49,28,89.75
10887,92,54,29,87,D,65.5,C,CSE1,CSE3,92,29,89.75
10888,64,32,34,76,B,51.5,C,CSE4,CSE2,76,32,89.75
10889,26,94,33,56,C,52.25,C,CSE2,CSE1,94,26,91.25
10890,49,49,65,46,D,52.25,C,CSE3,CSE4,65,46,89.75
10891,68,55,78,77,B,69.5,Invalid,CSE3,CSE2,78,55,89.75
10892,74,37,72,26,C,52.25,C,CSE1,CSE4,74,26,91.25
10893,36,91,76,90,C,73.25,B,CSE2,CSE1,91,36,91.25
10894,94,27,33,40,C,48.5,D,CSE1,CSE2,94,27,91.25
10895,93,38,84,68,C,70.75,B,CSE1,CSE2,93,38,91.25
10896,80,43,37,26,A,46.5,D,CSE1,CSE4,80,26,91.75
10897,32,67,61,57,C,54.25,C,CSE2,CSE1,67,32,91.25
10898,43,72,66,56,A,59.25,C,CSE2,CSE1,72,43,91.75
10899,56,67,68,82,A,68.25,C,CSE4,CSE1,82,56,91.75
10900,46,67,37,68,B,54.5,C,CSE4,CSE3,68,37,89.75
10901,69,64,91,58,A,70.5,B,CSE3,CSE4,91,58,91.75
10902,68,83,44,93,D,72.0,B,CSE4,CSE3,93,44,89.75
10903,40,32,39,39,C,37.5,D,CSE1,CSE2,40,32,91.25
10904,92,63,93,51,A,74.75,B,CSE3,CSE4,93,51,91.75
10905,90,51,60,30,B,57.75,C,CSE1,CSE4,90,30,89.75
10906,46,67,73,87,A,68.25,C,CSE4,CSE1,87,46,91.75
10907,62,34,80,90,C,66.5,C,CSE4,CSE2,90,34,91.25
10908,69,35,38,59,B,50.25,C,CSE1,CSE2,69,35,89.75
10909,46,70,30,65,B,52.75,C,CSE2,CSE3,70,30,89.75
10910,44,48,76,26,B,48.5,D,CSE3,CSE4,76,26,89.75
10911,42,64,54,35,B,48.75,D,CSE2,CSE4,64,35,89.75
10912,63,75,28,85,A,62.75,C,CSE4,CSE3,85,28,91.75
10913,71,35,80,89,B,68.75,C,CSE4,CSE2,89,35,89.75
10914,36,41,93,58,B,57.0,C,CSE3,CSE1,93,36,89.75
10915,33,51,63,35,D,45.5,D,CSE3,CSE1,63,33,89.75
10916,33,63,34,37,C,41.75,D,CSE2,CSE1,63,33,91.25
10917,38,70,53,52,B,53.25,C,CSE2,CSE1,70,38,89.75
10918,43,83,32,32,D,47.5,D,CSE2,CSE3,83,32,89.75
10919,36,30,80,56,B,50.5,C,CSE3,CSE2,80,30,89.75
10920,63,32,72,92,C,64.75,C,CSE4,CSE2,92,32,91.25
10921,25,91,88,87,A,72.75,B,CSE2,CSE1,91,25,91.75
10922,59,53,33,80,B,56.25,C,CSE4,CSE3,80,33,89.75
10923,47,58,71,76,B,63.0,C,CSE4,CSE1,76,47,89.75
10924,93,86,76,86,B,85.25,A-,CSE1,CSE3,93,76,89.75
10925,49,45,72,81,A,61.75,C,CSE4,CSE2,81,45,91.75
10926,93,68,92,28,A,70.25,B,CSE1,CSE4,93,28,91.75
10927,73,47,41,47,A,52.0,C,CSE1,CSE3,73,41,91.75
10928,43,70,52,46,C,52.75,C,CSE2,CSE1,70,43,91.25
10929,26,37,54,68,B,46.25,D,CSE4,CSE1,68,26,89.75
10930,79,25,71,37,B,53.0,C,CSE1,CSE2,79,25,89.75
10931,84,57,91,27,A,64.75,C,CSE3,CSE4,91,27,91.75
10932,52,68,89,84,C,73.25,B,CSE3,CSE1,89,52,91.25
10933,54,41,77,77,C,62.25,C,CSE3,CSE2,77,41,91.25
10934,82,44,83,35,B,61.0,C,CSE3,CSE4,83,35,89.75
10935,89,74,67,40,B,67.5,C,CSE1,CSE4,89,40,89.75
10936,77,46,39,64,D,56.5,C,CSE1,CSE3,77,39,89.75
10937,65,57,71,31,C,56.0,C,CSE3,CSE4,71,31,91.25
10938,86,44,61,71,B,65.5,C,CSE1,CSE2,86,44,89.75
10939,94,71,78,29,A,68.0,C,CSE1,CSE4,94,29,91.75
10940,68,31,52,30,B,45.25,D,CSE1,CSE4,68,30,89.75
10941,89,30,38,38,D,48.75,D,CSE1,CSE2,89,30,89.75
10942,49,48,41,62,D,50.0,C,CSE4,CSE3,62,41,89.75
10943,82,86,54,65,D,71.75,B,CSE2,CSE3,86,54,89.75
10944,77,84,26,55,B,60.5,C,CSE2,CSE3,84,26,89.75
10945,71,40,46,37,D,48.5,D,CSE1,CSE4,71,37,89.75
10946,89,93,77,58,A,79.25,Invalid,CSE2,CSE4,93,58,91.75
10947,94,80,76,27,D,69.25,Invalid,CSE1,CSE4,94,27,89.75
10948,63,80,77,88,D,77.0,B,CSE4,CSE1,88,63,89.75
10949,69,32,90,45,D,59.0,C,CSE3,CSE2,90,32,89.75
10950,48,54,80,38,D,55.0,C,CSE3,CSE4,80,38,89.75
10951,65,58,66,73,A,65.5,C,CSE4,CSE2,73,58,91.75
10952,37,48,49,36,C,42.5,D,CSE3,CSE4,49,36,91.25
10953,85,85,51,28,D,62.25,C,CSE1,CSE4,85,28,89.75
10954,69,25,93,56,C,60.75,C,CSE3,CSE2,93,25,91.25
10955,32,43,51,92,A,54.5,C,CSE4,CSE1,92,32,91.75
10956,40,28,32,47,D,36.75,D,CSE4,CSE2,47,28,89.75
10957,73,73,27,37,D,52.5,C,CSE1,CSE3,73,27,89.75
10958,41,77,78,61,A,64.25,C,CSE3,CSE1,78,41,91.75
10959,39,68,69,62,A,59.5,C,CSE3,CSE1,69,39,91.75
10960,80,54,79,72,C,71.25,B,CSE1,CSE2,80,54,91.25
10961,55,73,49,36,A,53.25,C,CSE2,CSE4,73,36,91.75
10962,34,54,52,76,A,54.0,C,CSE4,CSE1,76,34,91.75
10963,56,57,69,71,B,63.25,C,CSE4,CSE1,71,56,89.75
10964,59,75,67,37,A,59.5,C,CSE2,CSE4,75,37,91.75
10965,94,68,66,37,A,66.25,C,CSE1,CSE4,94,37,91.75
10966,93,71,36,93,C,73.25,B,CSE1,CSE3,93,36,91.25
10967,38,49,65,43,A,48.75,D,CSE3,CSE1,65,38,91.75
10968,76,72,88,60,D,74.0,B,CSE3,CSE4,88,60,89.75
10969,66,78,71,74,C,72.25,B,CSE2,CSE1,78,66,91.25
10970,60,91,88,90,A,82.25,A-,CSE2,CSE1,91,60,91.75
10971,86,90,83,89,B,87.0,A-,CSE2,CSE3,90,83,89.75
10972,61,50,78,89,A,69.5,Invalid,CSE4,CSE2,89,50,91.75
10973,81,86,79,57,D,75.75,B,CSE2,CSE4,86,57,89.75
10974,61,66,54,88,D,67.25,C,CSE4,CSE3,88,54,89.75
10975,52,52,47,44,D,48.75,D,CSE1,CSE4,52,44,89.75
10976,41,30,28,84,D,45.75,D,CSE4,CSE3,84,28,89.75
10977,79,66,40,78,B,65.75,C,CSE1,CSE3,79,40,89.75
10978,94,76,65,53,C,72.0,B,CSE1,CSE4,94,53,91.25
10979,68,62,52,50,A,58.0,C,CSE1,CSE4,68,50,91.75
10980,57,73,89,49,D,67.0,C,CSE3,CSE4,89,49,89.75
10981,35,50,30,60,A,43.75,D,CSE4,CSE3,60,30,91.75
10982,75,81,32,31,A,54.75,C,CSE2,CSE4,81,31,91.75
10983,65,76,60,87,A,72.0,B,CSE4,CSE3,87,60,91.75
10984,78,90,94,42,B,76.0,B,CSE3,CSE4,94,42,89.75
10985,81,47,37,27,A,48.0,D,CSE1,CSE4,81,27,91.75
10986,77,75,29,33,A,53.5,C,CSE1,CSE3,77,29,91.75
10987,87,42,94,87,D,77.5,B,CSE3,CSE2,94,42,89.75
